video,dash_start_ms,dash_start_ts,interval_start_ms,interval_start_ts,interval_end_ms,interval_end_ts,start_frame,end_frame,completion_frame,completion_ms,completion_ts
training video 68 11-31.mp4,76316.7,1:16:317,76266.7,1:16:267,76750.0,1:16:750,4576,4605,4606,76766.7,1:16:767
training video 68 11-31.mp4,80766.7,1:20:767,80716.7,1:20:717,81200.0,1:21:200,4843,4872,4873,81216.7,1:21:217
training video 68 11-31.mp4,85766.7,1:25:767,85716.7,1:25:717,86200.0,1:26:200,5143,5172,5173,86216.7,1:26:217
training video 68 11-31.mp4,86566.7,1:26:567,86516.7,1:26:517,87000.0,1:27:000,5191,5220,5221,87016.7,1:27:017
training video 68 11-31.mp4,86900.0,1:26:900,86850.0,1:26:850,87333.3,1:27:333,5211,5240,5241,87350.0,1:27:350
training video 68 11-31.mp4,89283.3,1:29:283,89233.3,1:29:233,89716.7,1:29:717,5354,5383,5384,89733.3,1:29:733
training video 68 11-31.mp4,90250.0,1:30:250,90200.0,1:30:200,90683.3,1:30:683,5412,5441,5442,90700.0,1:30:700
training video 68 11-31.mp4,100250.0,1:40:250,100200.0,1:40:200,100683.3,1:40:683,6012,6041,6042,100700.0,1:40:700
training video 68 11-31.mp4,108266.7,1:48:267,108216.7,1:48:217,108700.0,1:48:700,6493,6522,6523,108716.7,1:48:717
training video 68 11-31.mp4,121683.3,2:01:683,121633.3,2:01:633,122116.7,2:02:117,7298,7327,7328,122133.3,2:02:133
training video 68 11-31.mp4,122233.3,2:02:233,122183.3,2:02:183,122666.7,2:02:667,7331,7360,7361,122683.3,2:02:683
training video 68 11-31.mp4,124050.0,2:04:050,124000.0,2:04:000,124483.3,2:04:483,7440,7469,7470,124500.0,2:04:500
training video 68 11-31.mp4,125166.7,2:05:167,125116.7,2:05:117,125600.0,2:05:600,7507,7536,7537,125616.7,2:05:617
training video 68 11-31.mp4,129266.7,2:09:267,129216.7,2:09:217,129700.0,2:09:700,7753,7782,7783,129716.7,2:09:717
training video 68 11-31.mp4,140550.0,2:20:550,140500.0,2:20:500,140983.3,2:20:983,8430,8459,8460,141000.0,2:21:000
training video 68 11-31.mp4,143500.0,2:23:500,143450.0,2:23:450,143933.3,2:23:933,8607,8636,8637,143950.0,2:23:950
training video 68 11-31.mp4,144633.3,2:24:633,144583.3,2:24:583,145066.7,2:25:067,8675,8704,8705,145083.3,2:25:083
training video 68 11-31.mp4,146000.0,2:26:000,145950.0,2:25:950,146433.3,2:26:433,8757,8786,8787,146450.0,2:26:450
training video 68 11-31.mp4,147750.0,2:27:750,147700.0,2:27:700,148183.3,2:28:183,8862,8891,8892,148200.0,2:28:200
training video 68 11-31.mp4,160583.3,2:40:583,160533.3,2:40:533,161016.7,2:41:017,9632,9661,9662,161033.3,2:41:033
training video 68 11-31.mp4,161500.0,2:41:500,161450.0,2:41:450,161933.3,2:41:933,9687,9716,9717,161950.0,2:41:950
training video 68 11-31.mp4,162183.3,2:42:183,162133.3,2:42:133,162616.7,2:42:617,9728,9757,9758,162633.3,2:42:633
training video 68 11-31.mp4,164366.7,2:44:367,164316.7,2:44:317,164800.0,2:44:800,9859,9888,9889,164816.7,2:44:817
training video 68 11-31.mp4,167300.0,2:47:300,167250.0,2:47:250,167733.3,2:47:733,10035,10064,10065,167750.0,2:47:750
training video 68 11-31.mp4,167800.0,2:47:800,167750.0,2:47:750,168233.3,2:48:233,10065,10094,10095,168250.0,2:48:250
training video 68 11-31.mp4,181516.7,3:01:517,181466.7,3:01:467,181950.0,3:01:950,10888,10917,10918,181966.7,3:01:967
training video 68 11-31.mp4,182166.7,3:02:167,182116.7,3:02:117,182600.0,3:02:600,10927,10956,10957,182616.7,3:02:617
training video 68 11-31.mp4,183916.7,3:03:917,183866.7,3:03:867,184350.0,3:04:350,11032,11061,11062,184366.7,3:04:367
training video 68 11-31.mp4,184333.3,3:04:333,184283.3,3:04:283,184766.7,3:04:767,11057,11086,11087,184783.3,3:04:783
training video 68 11-31.mp4,186250.0,3:06:250,186200.0,3:06:200,186683.3,3:06:683,11172,11201,11202,186700.0,3:06:700
training video 68 11-31.mp4,188333.3,3:08:333,188283.3,3:08:283,188766.7,3:08:767,11297,11326,11327,188783.3,3:08:783
training video 68 11-31.mp4,189450.0,3:09:450,189400.0,3:09:400,189883.3,3:09:883,11364,11393,11394,189900.0,3:09:900
training video 68 11-31.mp4,190783.3,3:10:783,190733.3,3:10:733,191216.7,3:11:217,11444,11473,11474,191233.3,3:11:233
training video 68 11-31.mp4,201566.7,3:21:567,201516.7,3:21:517,202000.0,3:22:000,12091,12120,12121,202016.7,3:22:017
training video 68 11-31.mp4,205216.7,3:25:217,205166.7,3:25:167,205650.0,3:25:650,12310,12339,12340,205666.7,3:25:667
training video 68 11-31.mp4,206550.0,3:26:550,206500.0,3:26:500,206983.3,3:26:983,12390,12419,12420,207000.0,3:27:000
training video 68 11-31.mp4,206933.3,3:26:933,206883.3,3:26:883,207366.7,3:27:367,12413,12442,12443,207383.3,3:27:383
training video 68 11-31.mp4,207366.7,3:27:367,207316.7,3:27:317,207800.0,3:27:800,12439,12468,12469,207816.7,3:27:817
training video 68 11-31.mp4,217116.7,3:37:117,217066.7,3:37:067,217550.0,3:37:550,13024,13053,13054,217566.7,3:37:567
training video 68 11-31.mp4,241083.3,4:01:083,241033.3,4:01:033,241516.7,4:01:517,14462,14491,14492,241533.3,4:01:533
training video 68 11-31.mp4,241983.3,4:01:983,241933.3,4:01:933,242416.7,4:02:417,14516,14545,14546,242433.3,4:02:433
training video 68 11-31.mp4,244133.3,4:04:133,244083.3,4:04:083,244566.7,4:04:567,14645,14674,14675,244583.3,4:04:583
training video 68 11-31.mp4,253300.0,4:13:300,253250.0,4:13:250,253733.3,4:13:733,15195,15224,15225,253750.0,4:13:750
training video 68 11-31.mp4,255300.0,4:15:300,255250.0,4:15:250,255733.3,4:15:733,15315,15344,15345,255750.0,4:15:750
training video 68 11-31.mp4,257316.7,4:17:317,257266.7,4:17:267,257750.0,4:17:750,15436,15465,15466,257766.7,4:17:767
training video 68 11-31.mp4,268133.3,4:28:133,268083.3,4:28:083,268566.7,4:28:567,16085,16114,16115,268583.3,4:28:583
training video 68 11-31.mp4,269566.7,4:29:567,269516.7,4:29:517,270000.0,4:30:000,16171,16200,16201,270016.7,4:30:017
training video 68 11-31.mp4,278183.3,4:38:183,278133.3,4:38:133,278616.7,4:38:617,16688,16717,16718,278633.3,4:38:633
training video 68 11-31.mp4,279033.3,4:39:033,278983.3,4:38:983,279466.7,4:39:467,16739,16768,16769,279483.3,4:39:483
training video 68 11-31.mp4,279366.7,4:39:367,279316.7,4:39:317,279800.0,4:39:800,16759,16788,16789,279816.7,4:39:817
training video 68 11-31.mp4,284516.7,4:44:517,284466.7,4:44:467,284950.0,4:44:950,17068,17097,17098,284966.7,4:44:967
training video 68 11-31.mp4,286816.7,4:46:817,286766.7,4:46:767,287250.0,4:47:250,17206,17235,17236,287266.7,4:47:267
training video 68 11-31.mp4,293133.3,4:53:133,293083.3,4:53:083,293566.7,4:53:567,17585,17614,17615,293583.3,4:53:583
training video 68 11-31.mp4,294016.7,4:54:017,293966.7,4:53:967,294450.0,4:54:450,17638,17667,17668,294466.7,4:54:467
training video 68 11-31.mp4,296166.7,4:56:167,296116.7,4:56:117,296600.0,4:56:600,17767,17796,17797,296616.7,4:56:617
training video 68 11-31.mp4,298283.3,4:58:283,298233.3,4:58:233,298716.7,4:58:717,17894,17923,17924,298733.3,4:58:733
training video 68 11-31.mp4,316783.3,5:16:783,316733.3,5:16:733,317216.7,5:17:217,19004,19033,19034,317233.3,5:17:233
training video 68 11-31.mp4,317700.0,5:17:700,317650.0,5:17:650,318133.3,5:18:133,19059,19088,19089,318150.0,5:18:150
training video 68 11-31.mp4,318050.0,5:18:050,318000.0,5:18:000,318483.3,5:18:483,19080,19109,19110,318500.0,5:18:500
training video 68 11-31.mp4,318900.0,5:18:900,318850.0,5:18:850,319333.3,5:19:333,19131,19160,19161,319350.0,5:19:350
training video 68 11-31.mp4,329216.7,5:29:217,329166.7,5:29:167,329650.0,5:29:650,19750,19779,19780,329666.7,5:29:667
training video 68 11-31.mp4,330433.3,5:30:433,330383.3,5:30:383,330866.7,5:30:867,19823,19852,19853,330883.3,5:30:883
training video 68 11-31.mp4,331800.0,5:31:800,331750.0,5:31:750,332233.3,5:32:233,19905,19934,19935,332250.0,5:32:250
training video 68 11-31.mp4,351133.3,5:51:133,351083.3,5:51:083,351566.7,5:51:567,21065,21094,21095,351583.3,5:51:583
training video 68 11-31.mp4,354516.7,5:54:517,354466.7,5:54:467,354950.0,5:54:950,21268,21297,21298,354966.7,5:54:967
training video 68 11-31.mp4,364683.3,6:04:683,364633.3,6:04:633,365116.7,6:05:117,21878,21907,21908,365133.3,6:05:133
training video 68 11-31.mp4,376750.0,6:16:750,376700.0,6:16:700,377183.3,6:17:183,22602,22631,22632,377200.0,6:17:200
training video 68 11-31.mp4,377350.0,6:17:350,377300.0,6:17:300,377783.3,6:17:783,22638,22667,22668,377800.0,6:17:800
training video 68 11-31.mp4,379016.7,6:19:017,378966.7,6:18:967,379450.0,6:19:450,22738,22767,22768,379466.7,6:19:467
training video 68 11-31.mp4,380983.3,6:20:983,380933.3,6:20:933,381416.7,6:21:417,22856,22885,22886,381433.3,6:21:433
training video 68 11-31.mp4,382933.3,6:22:933,382883.3,6:22:883,383366.7,6:23:367,22973,23002,23003,383383.3,6:23:383
training video 68 11-31.mp4,390383.3,6:30:383,390333.3,6:30:333,390816.7,6:30:817,23420,23449,23450,390833.3,6:30:833
training video 68 11-31.mp4,392033.3,6:32:033,391983.3,6:31:983,392466.7,6:32:467,23519,23548,23549,392483.3,6:32:483
training video 68 11-31.mp4,397850.0,6:37:850,397800.0,6:37:800,398283.3,6:38:283,23868,23897,23898,398300.0,6:38:300
training video 68 11-31.mp4,398650.0,6:38:650,398600.0,6:38:600,399083.3,6:39:083,23916,23945,23946,399100.0,6:39:100
training video 68 11-31.mp4,399150.0,6:39:150,399100.0,6:39:100,399583.3,6:39:583,23946,23975,23976,399600.0,6:39:600
training video 68 11-31.mp4,409866.7,6:49:867,409816.7,6:49:817,410300.0,6:50:300,24589,24618,24619,410316.7,6:50:317
training video 68 11-31.mp4,411316.7,6:51:317,411266.7,6:51:267,411750.0,6:51:750,24676,24705,24706,411766.7,6:51:767
training video 68 11-31.mp4,425100.0,7:05:100,425050.0,7:05:050,425533.3,7:05:533,25503,25532,25533,425550.0,7:05:550
training video 68 11-31.mp4,425983.3,7:05:983,425933.3,7:05:933,426416.7,7:06:417,25556,25585,25586,426433.3,7:06:433
training video 68 11-31.mp4,427383.3,7:07:383,427333.3,7:07:333,427816.7,7:07:817,25640,25669,25670,427833.3,7:07:833
training video 68 11-31.mp4,428150.0,7:08:150,428100.0,7:08:100,428583.3,7:08:583,25686,25715,25716,428600.0,7:08:600
training video 68 11-31.mp4,433466.7,7:13:467,433416.7,7:13:417,433900.0,7:13:900,26005,26034,26035,433916.7,7:13:917
training video 68 11-31.mp4,433883.3,7:13:883,433833.3,7:13:833,434316.7,7:14:317,26030,26059,26060,434333.3,7:14:333
training video 68 11-31.mp4,435283.3,7:15:283,435233.3,7:15:233,435716.7,7:15:717,26114,26143,26144,435733.3,7:15:733
training video 68 11-31.mp4,440166.7,7:20:167,440116.7,7:20:117,440600.0,7:20:600,26407,26436,26437,440616.7,7:20:617
training video 68 11-31.mp4,443400.0,7:23:400,443350.0,7:23:350,443833.3,7:23:833,26601,26630,26631,443850.0,7:23:850
training video 68 11-31.mp4,473783.3,7:53:783,473733.3,7:53:733,474216.7,7:54:217,28424,28453,28454,474233.3,7:54:233
training video 68 11-31.mp4,475666.7,7:55:667,475616.7,7:55:617,476100.0,7:56:100,28537,28566,28567,476116.7,7:56:117
training video 68 11-31.mp4,476300.0,7:56:300,476250.0,7:56:250,476733.3,7:56:733,28575,28604,28605,476750.0,7:56:750
training video 68 11-31.mp4,478383.3,7:58:383,478333.3,7:58:333,478816.7,7:58:817,28700,28729,28730,478833.3,7:58:833
training video 68 11-31.mp4,479950.0,7:59:950,479900.0,7:59:900,480383.3,8:00:383,28794,28823,28824,480400.0,8:00:400
training video 68 11-31.mp4,481866.7,8:01:867,481816.7,8:01:817,482300.0,8:02:300,28909,28938,28939,482316.7,8:02:317
training video 68 11-31.mp4,486300.0,8:06:300,486250.0,8:06:250,486733.3,8:06:733,29175,29204,29205,486750.0,8:06:750
training video 68 11-31.mp4,487083.3,8:07:083,487033.3,8:07:033,487516.7,8:07:517,29222,29251,29252,487533.3,8:07:533
training video 68 11-31.mp4,488450.0,8:08:450,488400.0,8:08:400,488883.3,8:08:883,29304,29333,29334,488900.0,8:08:900
training video 68 11-31.mp4,491016.7,8:11:017,490966.7,8:10:967,491450.0,8:11:450,29458,29487,29488,491466.7,8:11:467
training video 68 11-31.mp4,492083.3,8:12:083,492033.3,8:12:033,492516.7,8:12:517,29522,29551,29552,492533.3,8:12:533
training video 68 11-31.mp4,499966.7,8:19:967,499916.7,8:19:917,500400.0,8:20:400,29995,30024,30025,500416.7,8:20:417
training video 68 11-31.mp4,510733.3,8:30:733,510683.3,8:30:683,511166.7,8:31:167,30641,30670,30671,511183.3,8:31:183
training video 68 11-31.mp4,511733.3,8:31:733,511683.3,8:31:683,512166.7,8:32:167,30701,30730,30731,512183.3,8:32:183
training video 68 11-31.mp4,512033.3,8:32:033,511983.3,8:31:983,512466.7,8:32:467,30719,30748,30749,512483.3,8:32:483
training video 68 11-31.mp4,513166.7,8:33:167,513116.7,8:33:117,513600.0,8:33:600,30787,30816,30817,513616.7,8:33:617
training video 68 11-31.mp4,530716.7,8:50:717,530666.7,8:50:667,531150.0,8:51:150,31840,31869,31870,531166.7,8:51:167
training video 68 11-31.mp4,538316.7,8:58:317,538266.7,8:58:267,538750.0,8:58:750,32296,32325,32326,538766.7,8:58:767
training video 68 11-31.mp4,547933.3,9:07:933,547883.3,9:07:883,548366.7,9:08:367,32873,32902,32903,548383.3,9:08:383
training video 68 11-31.mp4,548916.7,9:08:917,548866.7,9:08:867,549350.0,9:09:350,32932,32961,32962,549366.7,9:09:367
training video 68 11-31.mp4,550266.7,9:10:267,550216.7,9:10:217,550700.0,9:10:700,33013,33042,33043,550716.7,9:10:717
training video 68 11-31.mp4,562016.7,9:22:017,561966.7,9:21:967,562450.0,9:22:450,33718,33747,33748,562466.7,9:22:467
training video 68 11-31.mp4,562566.7,9:22:567,562516.7,9:22:517,563000.0,9:23:000,33751,33780,33781,563016.7,9:23:017
training video 68 11-31.mp4,563933.3,9:23:933,563883.3,9:23:883,564366.7,9:24:367,33833,33862,33863,564383.3,9:24:383
training video 68 11-31.mp4,564350.0,9:24:350,564300.0,9:24:300,564783.3,9:24:783,33858,33887,33888,564800.0,9:24:800
training video 68 11-31.mp4,574983.3,9:34:983,574933.3,9:34:933,575416.7,9:35:417,34496,34525,34526,575433.3,9:35:433
training video 68 11-31.mp4,575383.3,9:35:383,575333.3,9:35:333,575816.7,9:35:817,34520,34549,34550,575833.3,9:35:833
training video 68 11-31.mp4,585266.7,9:45:267,585216.7,9:45:217,585700.0,9:45:700,35113,35142,35143,585716.7,9:45:717
training video 68 11-31.mp4,587183.3,9:47:183,587133.3,9:47:133,587616.7,9:47:617,35228,35257,35258,587633.3,9:47:633
training video 68 11-31.mp4,588000.0,9:48:000,587950.0,9:47:950,588433.3,9:48:433,35277,35306,35307,588450.0,9:48:450
training video 68 11-31.mp4,612516.7,10:12:517,612466.7,10:12:467,612950.0,10:12:950,36748,36777,36778,612966.7,10:12:967
training video 68 11-31.mp4,628466.7,10:28:467,628416.7,10:28:417,628900.0,10:28:900,37705,37734,37735,628916.7,10:28:917
training video 68 11-31.mp4,628900.0,10:28:900,628850.0,10:28:850,629333.3,10:29:333,37731,37760,37761,629350.0,10:29:350
training video 68 11-31.mp4,630350.0,10:30:350,630300.0,10:30:300,630783.3,10:30:783,37818,37847,37848,630800.0,10:30:800
training video 68 11-31.mp4,639366.7,10:39:367,639316.7,10:39:317,639800.0,10:39:800,38359,38388,38389,639816.7,10:39:817
training video 68 11-31.mp4,643150.0,10:43:150,643100.0,10:43:100,643583.3,10:43:583,38586,38615,38616,643600.0,10:43:600
training video 68 11-31.mp4,655750.0,10:55:750,655700.0,10:55:700,656183.3,10:56:183,39342,39371,39372,656200.0,10:56:200
training video 68 11-31.mp4,656633.3,10:56:633,656583.3,10:56:583,657066.7,10:57:067,39395,39424,39425,657083.3,10:57:083
training video 68 11-31.mp4,666800.0,11:06:800,666750.0,11:06:750,667233.3,11:07:233,40005,40034,40035,667250.0,11:07:250
training video 69 09-07.mp4,51250.0,0:51:250,51200.0,0:51:200,51683.3,0:51:683,3072,3101,3102,51700.0,0:51:700
training video 69 09-07.mp4,52066.7,0:52:067,52016.7,0:52:017,52500.0,0:52:500,3121,3150,3151,52516.7,0:52:517
training video 69 09-07.mp4,52366.7,0:52:367,52316.7,0:52:317,52800.0,0:52:800,3139,3168,3169,52816.7,0:52:817
training video 69 09-07.mp4,79050.0,1:19:050,79000.0,1:19:000,79483.3,1:19:483,4740,4769,4770,79500.0,1:19:500
training video 69 09-07.mp4,79983.3,1:19:983,79933.3,1:19:933,80416.7,1:20:417,4796,4825,4826,80433.3,1:20:433
training video 69 09-07.mp4,80416.7,1:20:417,80366.7,1:20:367,80850.0,1:20:850,4822,4851,4852,80866.7,1:20:867
training video 69 09-07.mp4,89833.3,1:29:833,89783.3,1:29:783,90266.7,1:30:267,5387,5416,5417,90283.3,1:30:283
training video 69 09-07.mp4,95833.3,1:35:833,95783.3,1:35:783,96266.7,1:36:267,5747,5776,5777,96283.3,1:36:283
training video 69 09-07.mp4,113050.0,1:53:050,113000.0,1:53:000,113483.3,1:53:483,6780,6809,6810,113500.0,1:53:500
training video 69 09-07.mp4,139050.0,2:19:050,139000.0,2:19:000,139483.3,2:19:483,8340,8369,8370,139500.0,2:19:500
training video 69 09-07.mp4,140066.7,2:20:067,140016.7,2:20:017,140500.0,2:20:500,8401,8430,8431,140516.7,2:20:517
training video 69 09-07.mp4,140400.0,2:20:400,140350.0,2:20:350,140833.3,2:20:833,8421,8450,8451,140850.0,2:20:850
training video 69 09-07.mp4,140700.0,2:20:700,140650.0,2:20:650,141133.3,2:21:133,8439,8468,8469,141150.0,2:21:150
training video 69 09-07.mp4,141916.7,2:21:917,141866.7,2:21:867,142350.0,2:22:350,8512,8541,8542,142366.7,2:22:367
training video 69 09-07.mp4,144250.0,2:24:250,144200.0,2:24:200,144683.3,2:24:683,8652,8681,8682,144700.0,2:24:700
training video 69 09-07.mp4,144600.0,2:24:600,144550.0,2:24:550,145033.3,2:25:033,8673,8702,8703,145050.0,2:25:050
training video 69 09-07.mp4,155183.3,2:35:183,155133.3,2:35:133,155616.7,2:35:617,9308,9337,9338,155633.3,2:35:633
training video 69 09-07.mp4,161083.3,2:41:083,161033.3,2:41:033,161516.7,2:41:517,9662,9691,9692,161533.3,2:41:533
training video 69 09-07.mp4,173216.7,2:53:217,173166.7,2:53:167,173650.0,2:53:650,10390,10419,10420,173666.7,2:53:667
training video 69 09-07.mp4,175916.7,2:55:917,175866.7,2:55:867,176350.0,2:56:350,10552,10581,10582,176366.7,2:56:367
training video 69 09-07.mp4,178100.0,2:58:100,178050.0,2:58:050,178533.3,2:58:533,10683,10712,10713,178550.0,2:58:550
training video 69 09-07.mp4,179400.0,2:59:400,179350.0,2:59:350,179833.3,2:59:833,10761,10790,10791,179850.0,2:59:850
training video 69 09-07.mp4,180083.3,3:00:083,180033.3,3:00:033,180516.7,3:00:517,10802,10831,10832,180533.3,3:00:533
training video 69 09-07.mp4,201233.3,3:21:233,201183.3,3:21:183,201666.7,3:21:667,12071,12100,12101,201683.3,3:21:683
training video 69 09-07.mp4,204116.7,3:24:117,204066.7,3:24:067,204550.0,3:24:550,12244,12273,12274,204566.7,3:24:567
training video 69 09-07.mp4,205900.0,3:25:900,205850.0,3:25:850,206333.3,3:26:333,12351,12380,12381,206350.0,3:26:350
training video 69 09-07.mp4,208716.7,3:28:717,208666.7,3:28:667,209150.0,3:29:150,12520,12549,12550,209166.7,3:29:167
training video 69 09-07.mp4,209066.7,3:29:067,209016.7,3:29:017,209500.0,3:29:500,12541,12570,12571,209516.7,3:29:517
training video 69 09-07.mp4,214400.0,3:34:400,214350.0,3:34:350,214833.3,3:34:833,12861,12890,12891,214850.0,3:34:850
training video 69 09-07.mp4,221050.0,3:41:050,221000.0,3:41:000,221483.3,3:41:483,13260,13289,13290,221500.0,3:41:500
training video 69 09-07.mp4,221966.7,3:41:967,221916.7,3:41:917,222400.0,3:42:400,13315,13344,13345,222416.7,3:42:417
training video 69 09-07.mp4,222350.0,3:42:350,222300.0,3:42:300,222783.3,3:42:783,13338,13367,13368,222800.0,3:42:800
training video 69 09-07.mp4,224016.7,3:44:017,223966.7,3:43:967,224450.0,3:44:450,13438,13467,13468,224466.7,3:44:467
training video 69 09-07.mp4,244333.3,4:04:333,244283.3,4:04:283,244766.7,4:04:767,14657,14686,14687,244783.3,4:04:783
training video 69 09-07.mp4,245433.3,4:05:433,245383.3,4:05:383,245866.7,4:05:867,14723,14752,14753,245883.3,4:05:883
training video 69 09-07.mp4,248516.7,4:08:517,248466.7,4:08:467,248950.0,4:08:950,14908,14937,14938,248966.7,4:08:967
training video 69 09-07.mp4,250583.3,4:10:583,250533.3,4:10:533,251016.7,4:11:017,15032,15061,15062,251033.3,4:11:033
training video 69 09-07.mp4,251600.0,4:11:600,251550.0,4:11:550,252033.3,4:12:033,15093,15122,15123,252050.0,4:12:050
training video 69 09-07.mp4,251933.3,4:11:933,251883.3,4:11:883,252366.7,4:12:367,15113,15142,15143,252383.3,4:12:383
training video 69 09-07.mp4,272200.0,4:32:200,272150.0,4:32:150,272633.3,4:32:633,16329,16358,16359,272650.0,4:32:650
training video 69 09-07.mp4,273300.0,4:33:300,273250.0,4:33:250,273733.3,4:33:733,16395,16424,16425,273750.0,4:33:750
training video 69 09-07.mp4,275116.7,4:35:117,275066.7,4:35:067,275550.0,4:35:550,16504,16533,16534,275566.7,4:35:567
training video 69 09-07.mp4,279283.3,4:39:283,279233.3,4:39:233,279716.7,4:39:717,16754,16783,16784,279733.3,4:39:733
training video 69 09-07.mp4,285383.3,4:45:383,285333.3,4:45:333,285816.7,4:45:817,17120,17149,17150,285833.3,4:45:833
training video 69 09-07.mp4,303350.0,5:03:350,303300.0,5:03:300,303783.3,5:03:783,18198,18227,18228,303800.0,5:03:800
training video 69 09-07.mp4,304266.7,5:04:267,304216.7,5:04:217,304700.0,5:04:700,18253,18282,18283,304716.7,5:04:717
training video 69 09-07.mp4,305983.3,5:05:983,305933.3,5:05:933,306416.7,5:06:417,18356,18385,18386,306433.3,5:06:433
training video 69 09-07.mp4,306350.0,5:06:350,306300.0,5:06:300,306783.3,5:06:783,18378,18407,18408,306800.0,5:06:800
training video 69 09-07.mp4,307816.7,5:07:817,307766.7,5:07:767,308250.0,5:08:250,18466,18495,18496,308266.7,5:08:267
